BALANCE;PURCHASES;CREDIT_LIMIT
1975.349966;1749.72;6000
4265.241202;1499.12;4500
1488.113177;0;2500
136.323936;289.9;9500
69.795639;1293.04;7500
28.59068;367.44;5700
331.503219;332.74;2500
4282.043906;1974.04;7000
2083.900081;0;5500
0;232.2;1500
1052.799075;0;1500
2871.611936;2216.6;3500
1096.994956;0;2500
1087.574994;0;1200
3541.769505;0;15500
339.566873;2956.2;5500
1992.650296;20;7500
1451.584485;1216.58;4000
1107.099917;473.64;1200
9061.787692;0;14500
54.738397;1326.75;1500
986.457953;1073.5;4000
3277.092999;3936.51;10000
1496.580949;0;1600
30.350623;341.48;4000
208.707195;2351.58;4500
1639.513143;1225;1900
10571.41107;7739.48;8000
1236.018537;0;3000
640.394092;2476.9;7000
339.956112;2199.65;6000
506.470396;0;8500
42.075054;421.2;2000
5118.492838;3848.92;12000
2228.47847;979.11;2900
2679.811246;0;3000
37.427412;31.23;2500
64.491497;855.99;3000
2070.627593;2564.08;8500
1607.053725;451.9;2500
5088.216894;4381.86;7000
937.086541;79;1500
48.926154;305.79;3000
497.919885;1186.09;500
1862.566976;1847.57;3350
1893.053845;746.31;4200
10.05473;530;1000
7677.565407;1240.04;8000
1403.574083;1831.57;8000
1425.175936;49.89;1500
2019.768435;326.64;3000
1961.246269;0;2000
0;18.77;5000
1191.955492;0;1500
344.543487;2219.53;5700
1080.852036;0;1200
12.597034;99;1500
5019.019126;1517.85;6000
14.281926;245.85;1500
1381.27484;71.8;3500
229.461086;3669.72;13000
1307.177673;0;3000
4408.242337;324.3;7000
785.429991;0;1200
1064.872909;0;10500
24.389998;0;3000
2739.711796;847.66;7500
4.908888;133.16;6500
1471.640654;285.69;3000
1241.882057;94;1400
7496.171727;0;10500
49.074293;330.25;2500
1494.221853;356.62;1600
1317.547661;1987.76;6000
158.919439;0;4400
1908.403984;657.05;2000
3632.344231;83.45;7000
9699.252383;0;10000
66.066065;995.62;7500
700.100691;7244.98;6200
1215.047947;0;1500
148.180803;1200;8000
508.598624;0;11500
480.596706;757.8;8000
1869.125099;158.2;6500
1654.369427;736.24;7000
1537.935236;68;3000
2543.005761;1900.63;4000
11206.78624;1257.77;15000
308.769481;489.24;1000
3014.625246;0;6500
1360.590356;2834.03;6000
62.440728;709.01;2000
2024.263677;56;2500
2610.997575;328.7;8000
1592.354384;736.26;6000
1689.238956;261.89;1700
203.499251;2115.76;4000
1791.85654;71.38;3000
5.626795;374.4;1000
2305.006202;0;2500
1138.014732;1170.48;4500
80.762254;861.9;6000
814.085729;0;3000
444.630038;0;500
5402.993017;0.01;12000
1237.510447;0;3000
289.512368;4185.94;6000
404.182321;3682.11;10000
1714.896284;2000;2000
388.132417;0;1050
162.027905;1045.84;1850
1801.084627;0;10000
4976.028578;900.87;5500
24.831137;1909.13;2000
3682.667737;2214.64;9000
629.946336;1832.92;6500
568.060722;1799.03;10000
300.395286;394.95;6000
898.253159;165.5;1200
919.799915;320.01;1200
368.367166;1121.86;3500
25.950664;231.25;4000
1817.618232;623.19;2800
24.569042;532.93;3000
5256.69533;188.6;9000
117.706441;718.44;3000
2707.058356;2018.13;7000
4917.162359;0;5000
272.717108;227.44;4500
4708.26338;0;10000
82.029477;1126.32;9000
9919.456275;740.75;14000
3258.237364;921.12;6200
61.115414;239.71;700
1002.791997;0;1200
2951.220065;0;8500
1248.903628;518.31;1200
793.167009;433.31;1000
2368.338673;1307.18;9000
7287.084204;0;7500
3764.89205;898.43;4500
14.775035;80.44;3000
306.460387;0;7000
1499.689937;159.96;4000
2778.220254;0;3000
56.149055;493.32;5000
1924.657194;0;2500
72.425884;655.68;1000
653.88103;0;1400
579.243601;505.48;1950
95.259372;43.3;7000
551.580225;2955.91;8000
1181.767566;153.95;6500
11.834127;272.9;6000
1138.554361;831.89;1200
9962.070262;7465.91;18500
6416.448101;0;7500
2762.340044;2372.98;4500
926.458992;6200.71;7000
7474.408678;0;10000
287.884126;1545.03;6500
170.617046;350;3000
86.661044;709.98;1000
1541.743608;0;1600
7558.010921;365.26;8000
6956.37654;11500.94;14000
99.256215;1554.39;6000
376.15858;2724.76;8500
380.517893;2590.27;2500
1311.952719;2092;5181,818182
548.252892;208.41;3000
3.691925;27.99;6500
49.911409;178.4;2500
18.549421;132;19500
4251.411617;0;5000
32.229139;145.85;1000
1226.152097;0;1200
1238.140283;56.38;1600
153.643158;0;300
200.580245;354;1200
2329.869472;1497.2;7000
5090.523925;1689.09;6000
2996.761878;3644.35;3500
1103.834373;0;7000
72.679836;800.55;7000
4995.229116;1580.34;5500
300.427627;443.71;1000
1521.763256;312.15;1500
16.742181;320;2500
757.964752;157.4;1200
8315.894044;8391.55;8500
476.728349;462.75;5500
776.919827;11522.9;4500
245.336939;909;3000
18.745682;872.7;2500
7.106669;27.98;2500
1632.421395;993.96;6000
2439.976275;499.59;2700
1315.478789;88.08;1500
1454.09973;0;1500
1695.40481;1641.48;7000
19.991586;144;1500
3219.604215;4126.75;10500
337.178513;3809.71;16500
217.10156;2953.03;5000
2124.826298;967.61;5000
313.13311;49.09;6500
154.271153;1498.28;12000
7934.946009;1792.15;11500
4183.77248;511.12;4500
4187.550741;0;4500
58.565355;386;1000
8363.401152;1076.01;9500
45.171225;160;500
440.676765;0;1200
7867.660015;507;8500
731.222335;0;1500
39.523885;592.88;12000
1996.785925;212.64;2000
3114.988266;453.12;5000
2341.401664;0;3000
2819.630553;0;3000
147.085066;1381.14;2500
152.459665;1248.09;5000
1998.15597;348;9000
290.246277;2617.61;2500
2074.364799;1500;2200
1773.323689;1423.71;5000
12.540151;201;2500
5796.622219;423.38;8000
3261.241461;0;6500
4228.71103;923.99;8500
8033.907466;159;9000
11.902047;0;3000
7789.190958;1307.39;8500
8465.740449;1345.81;9500
151.194794;2634.7;7500
3212.963003;0;3500
149.59894;2009.64;16500
39.718404;525.17;8500
99.523071;955.87;13500
1837.047378;0;2000
28.90195;169.24;1200
133.68751;1139.2;3000
1922.943603;110.8;3000
653.931902;0;1200
25.178303;283.15;5000
3049.215189;390;3200
8073.983031;2153.11;9500
1731.459785;288.47;1700
173.720757;345.29;1200
1150.724569;797.27;6000
5376.083101;0;5500
992.615052;162.28;1000
1360.029064;75.87;1500
167.244974;0;3000
24.382156;366.6;2000
1001.129965;0;1200
108.766657;750.19;2500
3106.853852;0;6000
787.341687;2732.66;16500
1075.768647;200;1200
2270.22733;0;2400
38.994955;431.52;7000
1154.381343;2421.85;9000
126.098257;387.66;1200
61.657184;338.4;1000
6371.35328;0;7000
6057.280526;2235.12;10500
7005.310696;0;10500
4.598902;51.16;3000
59.264067;203.08;2000
953.772248;747.62;2500
22.187914;0;3000
2118.77868;62.46;4000
21.345298;1019;4500
4817.148022;0;8000
452.951976;3649.83;7500
41.25567;297.4;6000
0;19.25;4000
107.600851;1461.15;7500
9.431309;80.44;2500
4768.062736;374.81;7000
244.653051;1181.03;4500
268.966315;784;10500
1411.914825;0;1500
183.992665;1402.4;7200
19.491307;0;1200
3153.251957;3398.12;3000
534.168335;3916.8;3000
6313.362606;0;10000
531.269205;33.4;3700
3699.694691;0;4000
451.23106;1293.7;1200
591.103032;626.69;2500
253.640197;2607.88;4000
4222.928545;0;8000
884.230978;0;1200
237.344299;1266.03;1800
19.949534;0;2500
398.726283;393.49;600
6991.964344;1384.92;13000
38.792757;1115.92;3500
200.988312;0;2500
2173.970603;0;2400
158.878732;738.65;7500
1464.636143;0;1500
190.962339;2161.22;5000
6983.408463;0;7700
58.83251;551.93;2500
3046.937141;0;5000
1396.279238;3380.44;3500
975.252077;1146.74;1000
1622.84216;248.74;2500
3899.763741;0;6500
2719.639153;715.81;10000
347.226798;1535.49;1000
8.172299;114;2700
8248.178009;1788.84;18000
289.353197;461.68;4500
38.91624;358.49;2500
810.739995;86.9;7500
438.337653;1867.9;6500
101.083401;553.36;3000
1300.793883;1282.2;1200
1418.838078;0;1500
2042.585017;498.96;2500
218.948323;1858.33;4500
115.467669;354;16500
199.462047;1296.2;1800
143.737177;1456;2500
45.45702;175;1200
1089.795044;0;1200
19.946102;450;1000
626.213492;0;1200
1849.017387;0;2500
2992.591246;0;3500
2021.514867;1582.84;2500
2122.066396;0;3000
4.417273;27.42;1800
825.347767;0;1200
87.462633;0;2000
1223.909602;607;1200
83.930127;1027.64;6000
1241.025652;0;1800
268.797746;70;1000
451.404363;2196;1800
3.248979;91.26;3500
160.873814;480;1500
982.566805;282.39;1000
4070.500764;710.8;4900
1048.892643;0;1100
507.076999;0;1500
158.634812;1765.38;9500
976.370187;0;1600
5.336222;57;5000
3363.288511;1123.42;4500
1475.396878;5055.77;1900
15155.53286;717.24;18000
782.392041;8168.9;16500
3157.715309;548.79;3500
872.07108;853;4000
1904.495561;4044.14;6700
1186.287841;115.5;1200
3838.312836;0;9500
5975.063353;345.3;6500
2005.438728;956.05;2500
6749.994904;0;11500
6.127959;82.85;3500
1994.694769;248.75;6000
7404.850748;0;11500
6950.583049;400.98;12500
5976.796897;1194.52;6000
19.846569;0;1200
6456.515148;0;7500
2651.484926;908.15;3000
1091.437438;1237.37;4500
28.588826;151.92;1000
703.368382;64;2550
1512.218864;1002.93;4000
1608.052487;0;5000
233.961592;248.44;1200
159.36681;1277.5;2500
27.40855;290.6;2000
1132.796058;519.79;1200
101.874313;70;2500
862.753623;1282.38;11500
3753.102666;0;11000
996.223227;0;8000
4035.138453;0;7000
1845.210833;0;4500
46.56216;261.16;4000
299.179091;1147.23;4000
2917.079199;0;3000
3062.16821;2253.98;9000
320.33625;0;6500
24.176932;189.85;3000
5496.421462;0;6000
0.074724;0;1000
6063.976197;3987.01;7500
2669.587009;0;6500
86.206262;626.28;3000
958.26975;0;1000
10929.05958;675.89;12000
11581.9335;0;13000
207.209597;13.66;7000
3139.267322;5393.36;3000
2689.895528;0;2900
1406.627442;2315.86;4000
1594.485356;2650.91;7000
3755.184007;3211.86;11000
38.795708;229.48;3050
37.911473;254;3000
1723.804529;3145.79;6000
165.290723;971.2;1000
683.391465;0;3000
10.358325;98.83;7000
1063.614099;0;1200
98.290292;4440.8;1500
1540.879308;0;4000
3083.636304;250;10000
1098.457059;0;1200
4836.914446;305.6;16500
131.069154;1315.39;3500
49.564532;433.5;9000
1967.70274;744.9;4000
1669.128355;0;1800
56.116326;368.47;2500
227.184126;50;5500
1417.157652;562.5;1500
1406.483149;0;1500
0;581;1000
1124.582725;0;1200
110.409387;992.88;4500
4929.758948;4939.1;6000
687.378139;74.42;700
7.167028;99;6000
49.433937;387;3000
1427.949491;0;1800
17.141376;182.1;6000
2285.655394;3648.73;7000
341.149186;48.78;500
91.705554;1468.1;3000
2032.338405;158.24;2500
4.12565;25.69;4500
709.473364;548.85;1200
8048.03442;0;12000
2755.306896;2754.49;13000
348.646985;230;1200
472.663708;310.44;4000
387.585128;0;3000
120.658015;349.12;2700
105.385636;1536.31;3000
2843.942194;0;3000
28.315171;225.02;10000
949.530268;45.65;1000
34.706824;242.9;1500
3596.749572;0;6000
49.920897;400.19;8500
120.945829;33.38;1000
1118.479084;325.95;2400
216.184011;0;1200
3997.572659;0;4500
1906.703614;780;3000
1747.359784;0;1800
2363.615492;1441.32;6000
1247.196735;243;1200
336.640397;589.59;5000
135.493002;0;1200
957.980588;424.76;5000
965.236679;2786.08;4500
260.409355;545.34;1500
2772.790822;337.98;3000
1305.266304;1078.89;5000
1153.335938;886.56;1000
633.388444;830.45;6000
5830.700298;4079.01;11500
4931.40051;540;11500
344.532447;3603;6000
743.52397;962.78;1000
1161.901683;10903.22;12000
10.451064;405.93;6500
256.028048;627.42;2500
1109.172807;190;1500
15.307062;71.52;1500
1056.954525;0;2500
4797.567431;0;5000
42.363094;0;1200
608.422266;0;4000
7.950803;92.2;3000
927.983543;1321.52;4500
821.933113;987.26;6500
46.773238;2166.56;3000
42.755706;350.94;5000
95.731707;632.3;2000
889.767658;2997.02;7000
1456.399956;0;2500
72.372971;456.7;1200
405.052353;515.14;4500
855.811816;1960.18;3000
1074.258487;11.35;1200
3024.642476;0;8000
597.410794;344.75;2500
43.20377;308.22;2000
79.517489;335.38;3000
35.16925;272.34;1500
5177.774511;1562.74;9000
80.298186;1090;4500
1202.204204;435.04;1200
31.161679;300;11500
176.162762;1814.64;4000
703.407676;637.84;4500
445.921101;1580.56;2500
3083.784255;0;5500
31.111548;110;8000
503.732786;1730.3;2500
176.837859;108.39;1500
94.537529;1399.55;7500
661.940291;755.14;6500
8.799432;1591.48;2000
3106.418215;0;10000
827.393597;693.89;1500
0;94.5;1500
4361.964176;0;4500
73.10055;78.09;4000
7.047482;321.07;3000
353.895121;2073.54;700
5911.506531;0;8000
8.523984;130.32;1500
3096.831684;4492.85;10000
2468.506177;0;2500
1341.000157;1355.77;4000
169.343874;1553.8;16500
18.112481;206.69;2000
287.493279;1709;2283,333333
38.013028;469.62;4000
8.570991;149.55;5000
7.20735;152.02;1000
15.667283;147.48;3000
955.159037;440.57;1000
827.255067;281.97;1000
2472.017517;2317.89;5500
22.322215;448;3000
1764.083164;329.47;1800
23.651198;250;1200
1886.811282;146.73;3000
232.140345;552.66;500
17.092052;1160;7000
4746.953711;0;11000
30.969957;319.67;7500
201.463595;2148.34;5000
322.411152;1506.92;2500
1129.185643;0;1500
99.643727;677.68;3000
651.394216;2529.64;7500
1409.256223;4569.65;30000
194.927;2061.48;8500
6758.987905;198.96;11000
2332.496766;0;9700
1860.469601;0;4000
920.529926;462.33;1200
3347.700395;5967.42;11500
947.70851;483.4;2000
574.032791;1606.51;1000
3067.274152;0;3500
768.881695;408.59;2500
1190.884428;0;2000
1710.119356;1697.15;7500
229.878735;0;3000
4766.360515;2894.04;20000
3007.664861;534.26;16000
1871.597836;3220.25;5500
1455.745146;266;1500
1986.558317;0;6500
36.174755;315;1000
129.836526;1433.99;4000
206.978089;0;3000
1192.594159;1324.82;6000
50.564486;84;2000
62.104602;377.62;2500
56.945201;328.1;6500
8.421315;60;6000
15.810927;246.29;500
44.613002;281.7;7500
2342.724406;0;8000
3164.714813;839.65;4000
2068.865586;0;2500
0;265.76;1500
14.891908;59.8;500
1367.301373;231.41;2500
299.82542;480;1000
0;0;500
1176.088299;0;1200
1164.125671;0;3500
25.499945;62.53;1700
3646.30636;594.88;9000
164.583178;1489.28;3500
2980.628942;1352.52;10000
3350.186138;0;4500
1101.8547;0;2100
468.294595;4164.14;4000
63.928065;183.6;1500
906.613422;0;3000
798.693995;0;3000
3.750633;159.6;4500
1281.842665;0;1500
863.130387;37.3;1000
50.302615;0;500
33.817964;232.45;1800
559.917793;4760.11;4000
2671.979402;1469.66;3000
814.781581;832.7;4000
1184.434511;99.8;3000
3.198999;45.87;3000
33.267171;341.45;5000
261.462528;2893.57;10000
2659.411879;177.62;4000
8.077527;125;1500
115.937936;0;1800
69.37782;588.02;7000
61.588389;250;1000
2.081357;26.49;7500
3092.189629;60.82;3500
564.325877;0;600
10.684577;300;4000
2067.148279;792.68;3500
966.732798;1093;7500
4099.755913;0;12000
1507.001995;209.1;1800
2220.864979;2884.42;4500
92.325796;371.16;2000
3583.515054;5683.71;3000
3343.299372;790.8;5000
2133.901379;303.03;3000
217.993205;2435.21;7500
50.803778;0;1500
319.037744;1262.28;10500
100.208311;0;3000
7.168805;88.04;1500
1747.876077;0;3000
519.444307;525;1000
4320.267209;117.23;8000
2811.486863;692.52;3000
125.793836;630;1000
3798.323722;0;4000
4274.488095;0;10500
900.557796;1865.55;3000
858.857651;1013.61;2500
6537.852206;2598.51;16000
1793.970596;1004.9;2500
3215.903805;745.48;2500
1893.704851;4124.81;6500
7.50839;95;4000
1180.178744;233.35;14000
3232.101217;495;5500
6963.435383;2951.93;8000
368.330629;1029.29;6500
0;66.75;4000
4.421403;95.59;4500
41.049799;413.31;6000
3611.316106;2400.71;11500
3214.579198;0;4000
339.183041;139.5;1200
477.16584;1342.51;8500
3711.955487;1241.4;11000
390.008261;0;2500
2251.896834;1331;12500
2461.015559;0;6500
9309.635579;9007.67;15000
4355.982388;0;7500
62.996845;779.7;9000
22.879526;171;1500
4719.819043;2143.73;12500
1241.565972;3637.75;7000
49.198038;699;1800
662.691336;0;1200
4587.062248;333.28;5000
169.639713;1970.49;12000
2823.212665;2814.23;7500
2.880247;250;2000
47.193664;132;2500
597.628578;1430;1500
2872.798614;27.16;5000
3350.116932;39.8;8000
13.221335;108.84;1500
1083.120149;0;1200
777.616173;0;9000
122.684019;1267;2500
1615.968515;270;6000
434.099616;4392.05;6000
820.700166;0;1500
7.625765;110.68;4000
1428.118364;119.34;1200
1324.038811;1862.96;4400
1190.800122;1864.79;3000
2580.169522;0;3000
371.866448;2825.85;10000
1280.732187;0;1500
975.416023;9586.1;12000
122.113869;1105.92;2500
1262.631995;405;7000
143.553904;1778.76;7000
1037.797184;103.27;2500
1938.576334;333.54;2000
6257.390416;9228.97;9400
14.570032;89.58;1500
39.241601;199.56;3000
871.499977;20;2000
180.750232;266.64;3500
4107.157763;279.71;5000
58.313733;499;1500
5665.802895;0;10500
1340.671346;0;1500
43.762299;422.24;3000
111.449845;1389.94;1300
138.489138;1455.68;500
70.976464;0;1000
49.378783;542.34;2700
4295.964134;0;7500
1017.071792;0;4500
138.459191;327.94;5000
289.537597;1216.7;5000
74.755978;553.7;1000
16.59641;220.48;5000
51.004807;431.93;4000
1489.224372;1209.56;12500
57.70484;772.46;4000
99.446029;0;1200
186.054174;2126.81;7000
2948.447663;0;3000
127.895284;1085.16;1000
18.014226;130.5;1500
6.86049;114;2000
1908.569743;0;5400
437.735369;483.65;6000
1245.976021;0;1800
1019.133646;9249.73;9000
1844.889665;1848.24;3400
952.431767;3882.65;3500
1848.758853;3588.13;6700
1181.852384;750.78;1200
382.870641;2972.92;1200
1459.803597;0;1500
162.972111;1586.6;2500
1396.214811;3729.35;2500
225.282024;545.68;6500
454.552808;0;1200
1785.90226;0;1800
535.291589;824.61;4000
6.697211;64.69;10500
5.377296;69;2000
4020.130769;79.62;9500
1117.33657;0;1200
15.848963;150;1600
900.541751;15.8;7000
2544.378002;1108.54;3000
1852.646433;2600;6000
0;0;3000
581.24856;556.83;1500
504.409631;338.9;2500
142.430458;1488.84;5000
7057.524237;2761.76;7000
958.920206;66.7;1000
15.257465;238.25;3000
0.009684;79.24;6000
385.763111;232.93;2500
1780.188356;845.67;2500
1.841583;67.5;2500
1839.122533;1055.32;6500
15.008041;108.95;1500
2106.417286;2151.93;4200
2676.263845;0;3500
500.219415;27.05;1200
4128.31155;0;5000
1018.350846;0;3000
10.678354;50;3000
1273.731635;0;1500
58.12945;576;1500
153.637431;1495.41;4500
1667.146414;4343.82;7500
1648.701838;740.7;2500
15.330559;144.64;1000
5772.250286;255.25;6500
73.704935;554.67;4000
2933.068755;0;10000
1421.419262;1669.2;8500
424.938385;4060.58;7500
1033.371763;2361.97;3000
0;120;4000
5861.10069099999;64.71;9000
3987.467435;146.53;6000
1606.56766;0;4500
1630.991993;578.9;2500
95.887902;769;4000
1804.401706;40;2500
1447.267049;0;1500
1268.250294;167;1800
668.291862;248.77;1500
50.853021;428.75;8000
241.001768;1888.88;1000
157.763858;211.07;1400
724.854858;185.63;1300
147.527826;0;1200
581.916416;5723.9;7500
5292.264382;0;8000
2762.536531;0;3000
273.429593;8534.58;5000
12.039121;274.98;1500
1451.993504;0;2000
90.017392;1247.39;5000
0.920339;343.4;3000
1071.748626;0;3500
303.929544;0;1200
1938.648722;0;6000
79.432369;799.83;3000
670.885072;341.9;4000
1494.69695;0;3000
114.361988;2141.32;6500
2002.429291;3500.03;6000
2135.646123;114;8000
943.584041;103;1000
4785.789559;0;9500
1436.996287;0;1500
5.313086;71.75;3000
365.48242;1618.31;1000
322.383609;2903.17;4000
3497.200665;1350.13;4000
3720.59375;345;4500
5598.352813;0;6000
0;933.75;4000
2.777589;0;3000
3362.979048;90;5000
563.459762;420.06;1200
31.980197;300;7500
1964.369476;0;3000
740.704213;1311.76;3500
991.949111;945.43;1500
37.615084;229.5;6000
2266.220776;125.32;3000
262.25861;2269.74;3000
14.5923;200.4;4000
833.541256;0;2500
116.172752;0;3000
478.520473;768.96;5000
1018.811119;3137.2;6500
2827.367195;678.32;3000
1529.318797;678.44;1500
2670.123456;3103.57;7500
481.961018;967.23;1400
72.087172;607.36;5500
87.887472;1282.73;3500
5194.184491;73.42;9500
216.705656;1442.9;4000
18.400472;0;
5829.92767;0;6500
830.51605;1059.04;3000
88.012898;975;2725
77.523872;325;6500
8073.052656;2588.69;11500
72.76697;0;2500
8.285344;72.52;3000
1207.768239;0;1200
470.593325;6743.31;3200
1915.675716;855.27;6200
1283.81226;166.9;1200
1322.579742;453;1800
1753.27998;245.85;1800
1663.492233;3415.39;8500
528.651164;4978.23;6000
6.226972;54;3000
2517.38247;320;2500
1453.608861;4656.79;11500
1002.93543;1056.33;2200
1344.982445;224.54;1500
50.366106;507.57;6000
3570.596193;150.46;6500
4364.016237;2711.9;9500
1207.320442;359;3000
138.537976;987.45;3000
1155.338824;5744.03;6000
30.327329;284.34;1200
30.692503;205.06;4500
805.368458;0;1000
638.163467;1202.72;3000
264.869295;940;6000
576.890374;1081;6000
27.17079;275;3000
2292.952733;0;2500
3830.603522;1257.16;7500
690.625555;666.6;6000
566.477136;5370.39;5700
1158.01315;170;1200
145.320241;530.81;5500
3619.986054;0;13000
118.941982;1250;3000
1793.954788;0;2500
186.020599;269.85;2000
1414.47232;331.52;7500
385.841997;24.63;4500
306.539753;2684.5;6000
12.132712;244.18;2500
330.068448;2441.21;1500
1121.018433;0;1500
133.957441;128.5;1500
1057.699883;229.74;1500
7907.725211;1685.19;18500
61.159113;981.49;7000
1191.749595;0;2500
15.577506;143.76;1000
2.641101;9.68;8000
4060.710208;22500;23000
909.846336;590;2500
894.357857;1164;2000
801.703734;387.77;2500
267.253822;2326.71;16000
291.598301;0;3000
660.468854;0;1700
128.365782;1003.2;7000
3267.962664;1910.51;3000
437.609832;0;1200
2701.540547;0;3000
2427.756294;0;5000
239.101942;750;6500
1500.810722;2340.87;5500
3425.949762;0;4000
103.792136;1607.84;7000
1621.345326;5167.6;5000
250.258381;486.94;4500
663.394569;1208.7;1500
96.820999;928.53;3000
636.142309;4659.65;6000
16115.5964;684.74;18000
5238.915225;270;6000
2172.893325;416.74;3000
1143.333419;0;2500
1595.980444;0;2400
288.097302;2622.6;450
7268.70638;306.91;12000
15.449607;574.75;1000
1903.274531;1813.4;4000
1102.63215;1409.31;8500
21.881383;123.48;1500
2.585715;70;2000
1182.28075;0;1200
66.842287;908.34;6500
4476.634442;0;6000
6069.720873;0;12000
536.027158;0;1200
5044.179003;966.6;4500
97.16839;1639.92;2150
1339.008889;0;2500
2786.743524;231.63;3000
28.413136;215.94;4000
37.261373;498.65;7000
11.116861;168;5500
6.420394;136.72;2500
135.856693;843.95;1200
13.792103;600;4500
2116.845833;898.34;2500
135.794123;880.28;6000
243.182403;2687.48;5500
7468.01201;1569.41;8700
7395.88757;0;8500
364.219107;142.52;2500
53.173349;60;1200
1173.949821;785.69;1200
1543.205532;1027.57;6000
467.345479;46.74;2500
303.054817;894.4;4000
5481.738308;0;9000
1952.189994;297.59;2500
0;54.85;5000
19.962737;287.4;3000
1773.484195;0;3000
1734.688041;0;1800
927.294609;364.74;1000
1248.193121;40.13;1750
467.287934;4327.92;3000
1450.959629;0;4000
34.195309;211.56;1000
3028.512053;0;3000
886.65747;1440.48;1800
692.529504;404;6400
952.952011;39.58;1800
2056.866139;3373.7;7000
566.928754;903;1500
1395.907515;962.12;1600
18.606861;302.5;3000
8419.737786;3050.48;12300
5.168354;69;5000
7030.446043;3747.12;14000
7091.028361;0;8500
1478.552756;479.1;4500
985.457755;672.31;2500
767.708957;1730.6;4000
8670.048011;0;12500
26.767358;190;1200
878.010252;4085.23;20000
2409.236843;990.15;8000
2891.678357;0;10000
21.409828;149.71;1500
1268.584315;1835.93;1200
3509.710886;0;6000
2.566385;0;1300
879.987974;1517.56;1700
868.331112;1167.15;3000
3093.592745;47.69;4100
1879.694262;832.67;2000
6372.182817;22101.78;7500
1235.224095;637.28;1500
4800.168978;0;9000
704.910363;500.5;1200
1340.551352;427.96;1500
923.977036;0;2500
182.171771;270.65;1000
22.689289;360.6;4500
1184.971992;0;3000
4375.764064;1016.41;10000
444.519756;302.4;3000
1383.72609;0;1500
4738.804194;0;7000
389.835298;0;3000
455.452678;1301.25;1500
658.6552;629.99;6000
5058.555256;0;7000
42.51225;523.15;2000
21.187313;319.41;6000
570.552082;3179.69;5000
3.319222;47.05;1900
2899.781468;223.62;3000
1278.829156;0;4000
1368.906278;0;6000
1859.165344;0;3500
1413.865738;313.03;1800
205.409896;0;1500
2527.531968;720.16;3000
1022.71734;120.09;2500
3078.059784;0;6000
1064.308102;1067.32;6000
1204.686047;0;3500
40.247238;0;1500
2722.600219;0;3000
90.953335;921.02;2500
165.721899;231.51;4300
738.656748;0;3000
3182.968599;2502.46;5500
44.586199;413.7;2500
3221.105151;3447.55;9500
45.869314;0;4500
2089.997028;2576;5700
2017.314401;4311.85;12000
1719.048074;2115.79;9000
875.649126;0;1200
268.82613;0;6000
1906.283349;4016.42;8000
2686.595082;282.52;3000
99.508886;248.72;1500
1038.573059;1023.76;1600
5678.479456;0;9500
788.5958;3858.06;7050
2933.387442;0;6500
1322.005771;0;1500
286.686616;0;4000
485.507827;0;2000
216.716507;0;1800
239.446482;0;2000
91.861479;939.51;3000
27.716642;0;5000
1030.914048;1083.44;1200
391.755763;575.72;10500
126.279615;1307.52;6000
1193.708983;6643.71;12500
6958.239974;0;7500
5965.535557;0;6000
1039.256129;618.75;1700
94.110539;1090.19;7000
293.118363;368.91;1800
2206.463745;1945.82;9000
39.554197;353.9;2500
237.435762;1270.32;1800
38.160715;340;5000
28.593511;258.32;4000
1597.679284;272.4;1550
1140.91813;0;1800
1458.775165;0;3500
2.307336;0;3000
1173.112709;823.05;1500
287.817221;360;3000
3.894895;182.49;1500
2377.537394;0;5000
4694.671605;0;12000
30.072702;461.99;6000
44.538702;916.67;1500
28.349518;235;6000
557.277303;3739.78;1500
1919.099019;240.27;3200
4837.835705;1283.4;4500
226.34624;2206.74;10000
2269.073907;284.9;6000
588.618641;0;1200
5825.38367;3426.12;17000
2267.664008;0;2500
2514.170127;87.28;5000
2354.125834;5351.58;10000
616.570241;5788.81;7000
153.679036;181.81;1500
417.898933;1735.17;2500
810.089776;1428.89;2500
450.746858;194.1;600
21.441736;197.62;4000
8978.156324;482.88;9500
1669.992809;91.84;4400
957.010021;604.8;1000
249.489629;0;6000
12.886661;1437.15;2700
1502.517905;266.64;1500
2287.486277;0;3000
184.890347;1686.86;6000
2122.821694;255.34;5000
1097.28593;0;1200
114.523682;83;300
298.779514;1205.85;3000
2306.698723;12784.51;6200
8.838114;1003.66;2500
1710.971649;2042.5;9500
742.730997;6236.64;3750
1625.118547;2908.35;3500
358.915537;0;6400
1060.420992;480.22;4200
1047.854274;384;1000
842.600625;0;1200
2344.19277;0;3000
352.736999;1833.9;2500
1643.215639;0;2500
1638.42534;0;1800
855.571897;71.13;1500
2893.897487;18;6000
19.766484;197.48;16000
16304.88925;1770.57;19000
5825.2877;230;7000
753.518771;1737.87;2500
40.074484;423.37;7000
765.966137;1488.82;4000
2594.878719;160;9500
91.655431;1110.01;6000
1127.643812;14454.98;9000
1.874969;433.32;2000
4241.864828;225.08;5000
287.565501;472.32;1000
5604.357612;0;6500
345.75483;3125.03;5500
56.872544;748.36;4000
471.104779;0;500
11.944853;88.93;2750
4276.929643;298;8000
1768.589163;63.7;2000
714.813335;1110.42;2200
1222.745469;0;6000
70.794108;0;150
67.72881;869.48;3000
1455.904478;149;2200
309.491763;0;4000
635.48213;1481.24;6000
2475.507619;569.85;5000
6976.34614;2552.1;9000
